RID,Age,Gender,Region,BrandA_awareness,BrandA_usage,BrandA_affinity,BrandA_uniqueness,BrandA_dynamism,BrandB_awareness,BrandB_usage,BrandB_affinity,BrandB_uniqueness,BrandB_dynamism,BrandC_awareness,BrandC_usage,BrandC_affinity,BrandC_uniqueness,BrandC_dynamism
352,54,Female,North,1,1,1,4,5,0,0,3,3,2,1,0,3,3,5
353,41,Female,West,1,0,5,3,4,1,0,2,3,3,1,0,2,3,4
354,46,Female,East,1,0,2,5,5,1,0,1,1,2,0,0,2,4,4
355,63,Male,North,1,0,4,1,2,0,0,2,4,2,1,0,2,2,2
356,48,Male,East,1,0,2,2,5,1,1,4,1,4,1,1,1,3,3
357,52,Female,East,1,1,5,2,1,0,0,5,2,2,1,0,1,5,4
358,50,Male,North,0,0,4,2,5,1,1,2,1,1,1,0,1,1,4
359,38,Female,South,0,0,4,3,1,1,0,1,2,3,0,0,5,5,4
360,49,Female,South,1,1,2,1,2,1,1,4,3,3,1,1,3,3,4
361,40,Female,North,0,0,2,5,5,0,0,3,1,1,1,1,1,1,2
362,50,Female,West,0,0,1,5,4,1,1,4,1,4,1,0,5,4,1
363,20,Female,West,1,1,5,2,4,1,0,2,5,2,1,0,3,1,1
364,35,Male,East,1,0,1,1,4,0,0,1,3,2,1,0,1,1,3
365,42,Female,South,1,1,4,1,5,0,0,2,5,3,0,0,2,1,5
366,59,Male,South,0,0,2,1,5,1,0,3,2,4,1,0,4,3,1
367,48,Male,East,0,0,4,4,5,1,0,3,2,4,1,0,1,2,5
368,20,Female,East,1,1,4,4,1,1,0,1,3,4,1,0,4,3,1
369,57,Female,North,0,0,3,2,2,1,0,5,2,2,0,0,1,2,1
370,63,Female,East,0,0,3,1,4,1,0,4,3,4,0,0,2,4,3
371,41,Female,West,1,1,4,1,1,0,0,4,2,1,0,0,4,4,4
372,49,Male,South,1,0,2,5,4,0,0,3,4,5,1,0,5,4,3
373,64,Male,North,1,1,4,5,1,1,0,2,1,4,1,1,2,4,1
374,39,Female,West,0,0,3,2,5,1,1,2,4,5,1,1,4,4,4
375,40,Male,North,0,0,2,1,4,1,0,5,3,2,1,1,4,5,4
376,19,Male,South,1,1,4,2,5,1,0,2,3,4,1,0,2,3,4
377,44,Male,North,0,0,5,5,4,1,0,4,4,3,1,0,2,2,5
378,59,Male,South,1,1,5,5,3,1,0,2,1,2,1,1,2,4,1
379,19,Male,West,1,0,4,4,1,1,0,5,1,1,1,0,3,5,2
380,43,Male,East,1,1,2,2,3,1,1,4,5,1,1,1,5,5,3
381,34,Male,North,1,0,4,2,1,0,0,2,2,5,1,1,1,5,5
382,57,Male,West,0,0,4,1,2,1,0,4,5,5,1,0,4,3,3
383,50,Female,West,1,1,3,1,4,0,0,3,1,3,1,0,1,4,2
384,26,Male,West,1,0,5,4,2,1,1,3,4,3,1,1,2,5,4
385,60,Male,North,1,0,3,3,2,1,1,3,2,1,0,0,5,5,2
386,65,Female,South,0,0,3,3,1,1,1,2,4,4,0,0,5,4,3
387,56,Male,West,0,0,4,3,3,1,1,5,5,1,0,0,3,3,2
388,46,Female,West,1,0,3,2,5,0,0,4,3,1,1,0,2,5,1
389,59,Female,North,1,1,5,2,1,0,0,1,4,3,0,0,4,2,2
390,43,Male,North,1,0,3,5,5,1,0,3,5,5,0,0,3,1,1
391,52,Male,South,0,0,5,2,2,1,1,3,5,3,0,0,2,1,2
392,42,Female,West,1,1,3,2,5,1,0,1,5,3,1,1,3,1,1
393,41,Female,East,1,0,5,2,3,1,1,1,3,3,1,1,1,3,1
394,30,Male,South,1,0,3,4,1,1,1,2,3,1,1,1,2,5,2
395,24,Female,North,1,0,3,2,3,1,1,4,3,4,0,0,4,1,5
396,53,Male,East,0,0,2,1,3,0,0,3,2,1,0,0,4,1,4
397,62,Female,West,1,1,5,1,1,1,1,5,3,2,1,1,2,4,4
398,37,Male,South,0,0,5,5,3,1,1,2,3,3,1,0,3,5,4
399,18,Female,West,1,1,5,4,4,1,0,2,3,3,0,0,5,5,1
400,25,Female,West,1,0,1,1,4,1,0,5,4,2,0,0,2,4,4
401,63,Female,North,1,0,3,4,4,1,1,5,3,3,1,1,4,5,1
402,33,Female,East,1,1,5,4,5,1,1,5,2,3,1,1,1,2,5
403,31,Male,South,0,0,1,5,3,0,0,1,5,3,0,0,4,3,2
404,29,Male,West,1,0,2,4,1,1,0,3,4,2,0,0,5,4,2
405,40,Male,East,1,0,5,2,1,1,0,1,1,1,1,0,4,1,1
406,32,Male,East,0,0,5,4,5,0,0,3,3,3,1,0,5,5,1
407,45,Female,West,0,0,1,5,1,1,1,1,5,4,1,1,2,2,5
408,51,Male,South,1,0,3,5,4,1,1,4,5,2,1,1,4,2,4
409,19,Male,West,0,0,2,5,3,1,1,3,4,5,1,0,3,3,5
410,49,Female,East,1,0,5,1,1,0,0,2,1,2,1,0,3,2,2
411,40,Female,North,1,0,3,2,1,1,1,3,2,1,1,1,4,5,2
412,39,Female,East,1,0,2,1,2,0,0,3,5,2,1,1,4,5,4
413,42,Female,West,0,0,4,3,2,0,0,3,5,5,0,0,1,2,2
414,39,Male,South,1,1,4,2,2,0,0,4,5,4,1,0,4,5,1
415,39,Male,West,1,1,2,4,3,1,0,1,5,5,1,1,1,5,2
416,59,Female,West,0,0,1,5,4,0,0,2,4,2,0,0,1,1,3
417,23,Female,South,1,1,2,3,4,1,0,1,1,5,1,0,1,4,4
418,32,Male,West,1,0,2,2,4,0,0,1,5,2,1,1,1,5,4
419,60,Female,North,1,0,1,1,3,1,0,5,2,4,1,0,2,5,4
420,54,Male,North,0,0,1,5,3,1,1,4,2,4,1,0,3,3,3
421,50,Male,North,1,0,3,1,2,1,0,5,3,1,1,1,1,4,5
422,25,Female,West,0,0,3,2,1,1,1,4,5,4,0,0,3,4,1
423,61,Female,East,0,0,1,2,5,1,0,1,5,3,1,0,1,4,4
424,61,Female,North,1,0,4,3,5,1,1,1,5,5,1,1,3,2,2
425,22,Male,South,1,1,4,4,1,1,1,4,5,5,0,0,4,1,1
426,56,Female,East,0,0,2,1,2,0,0,1,5,2,0,0,4,1,2
427,21,Male,North,0,0,5,3,1,0,0,1,2,4,1,1,3,3,1
428,23,Male,West,0,0,2,5,1,0,0,2,1,1,0,0,1,4,1
429,62,Female,West,0,0,2,4,5,1,0,5,1,1,1,0,2,4,2
430,49,Female,East,0,0,5,3,2,1,0,5,3,1,0,0,3,5,2
431,47,Female,West,0,0,1,1,3,1,0,5,2,3,0,0,5,2,1
432,64,Female,South,1,1,4,2,5,1,0,3,5,4,1,1,2,2,4
433,52,Female,West,1,1,2,5,3,1,1,2,1,1,0,0,5,3,2
434,57,Female,East,1,1,5,1,2,1,0,5,4,3,1,0,3,1,3
435,33,Male,East,1,1,3,4,1,1,1,5,4,5,1,1,1,4,3
436,30,Male,North,0,0,2,4,4,0,0,2,4,2,0,0,5,3,1
437,59,Male,West,1,0,4,2,4,1,1,1,5,4,0,0,3,2,5
438,47,Male,South,1,0,1,2,2,0,0,5,5,4,1,1,2,2,1
439,36,Female,North,1,0,2,5,4,1,1,1,3,5,0,0,1,2,1
440,34,Female,North,1,0,2,5,3,0,0,5,3,4,1,0,5,4,4
441,36,Male,East,1,1,5,2,4,1,0,4,3,4,1,0,3,4,4
442,45,Male,East,1,1,3,2,2,1,1,3,4,4,0,0,1,4,5
443,43,Female,East,0,0,3,4,2,0,0,5,5,4,1,0,1,5,5
444,54,Male,West,1,0,1,2,3,0,0,4,4,3,0,0,4,1,5
445,43,Female,North,1,1,4,3,4,1,0,2,3,3,0,0,1,2,5
446,40,Female,East,1,0,1,1,4,1,1,4,5,2,0,0,3,2,5
447,26,Female,North,1,1,2,2,1,1,0,2,2,4,1,1,2,5,1
448,29,Female,West,0,0,2,5,5,1,0,5,1,5,1,0,4,2,1
449,18,Female,West,1,0,3,3,2,1,0,2,1,1,1,0,3,2,3
450,18,Male,East,1,0,4,5,1,1,0,4,3,2,1,0,3,4,3
451,64,Female,East,1,0,5,3,2,1,0,3,4,1,0,0,3,4,2
452,51,Female,South,1,1,4,2,1,1,0,1,2,1,1,1,5,1,1
453,49,Male,South,0,0,2,1,5,1,0,1,5,4,1,0,5,2,5
454,65,Female,West,1,1,5,5,1,1,0,3,4,5,1,0,2,3,2
455,42,Female,South,1,0,4,3,2,1,1,1,3,1,0,0,3,2,4
456,57,Female,South,1,0,4,4,4,1,1,5,4,1,0,0,5,2,1
457,62,Female,South,1,1,5,2,2,1,0,5,3,2,1,0,5,1,3
458,18,Female,West,1,1,2,1,3,1,0,4,1,5,1,0,5,3,1
459,33,Female,South,1,0,4,2,3,1,1,4,1,5,1,1,2,2,1
460,56,Female,North,0,0,5,4,3,0,0,2,4,1,1,1,2,3,1
461,22,Female,East,1,1,2,1,3,1,0,4,2,5,1,1,3,4,1
462,39,Female,West,1,0,5,4,5,1,1,5,5,2,1,0,4,4,4
463,46,Female,North,1,0,5,2,4,0,0,4,3,2,1,1,3,3,3
464,20,Female,North,1,0,4,3,4,1,0,1,5,2,1,0,5,2,1
465,29,Male,North,1,0,2,2,2,1,0,2,1,4,1,0,5,3,4
466,43,Female,South,0,0,4,2,1,0,0,2,2,1,1,1,1,3,2
467,33,Female,South,1,1,1,2,2,1,0,5,2,5,0,0,3,4,1
468,54,Male,East,0,0,1,5,2,1,0,4,5,2,1,0,5,3,4
469,39,Female,East,1,0,2,4,2,0,0,1,1,1,1,0,5,5,5
470,46,Male,East,0,0,5,4,2,0,0,4,5,1,1,0,4,5,2
471,31,Male,South,1,0,4,4,4,1,1,3,4,4,0,0,1,4,3
472,45,Female,West,1,0,4,5,1,1,1,4,2,5,0,0,3,2,1
473,22,Male,South,0,0,2,3,2,0,0,5,2,5,1,0,2,2,1
474,64,Female,West,1,0,2,2,4,1,1,4,4,2,0,0,3,4,4
475,47,Female,East,1,0,1,3,2,1,0,2,1,2,1,1,3,2,3
476,63,Female,North,0,0,3,5,3,1,1,1,2,1,1,1,4,1,5
477,22,Male,East,1,0,2,4,2,1,0,5,3,5,1,0,3,5,2
478,29,Male,South,1,0,3,2,2,1,0,3,3,5,0,0,4,1,3
479,33,Female,East,1,0,2,1,5,1,1,1,1,2,1,1,4,1,1
480,43,Female,North,0,0,5,1,3,0,0,1,4,3,1,0,5,1,4
481,43,Female,North,0,0,5,3,1,1,1,2,5,1,1,0,2,4,5
482,65,Male,West,0,0,1,4,2,1,0,2,1,5,1,0,4,1,4
483,38,Female,North,0,0,1,1,1,0,0,2,5,4,0,0,1,3,2
484,56,Female,West,0,0,3,3,3,1,1,5,1,4,0,0,1,2,3
485,53,Female,South,1,0,2,5,2,1,0,4,3,3,0,0,2,4,4
486,50,Male,East,1,1,4,3,5,1,0,1,4,2,1,0,4,3,4
487,47,Female,East,1,0,1,3,4,1,0,4,3,2,0,0,2,3,1
488,54,Female,East,1,0,4,3,5,0,0,4,4,2,1,0,5,5,4
489,40,Female,South,0,0,4,2,5,1,0,2,5,4,1,1,1,5,5
490,27,Male,North,0,0,2,3,4,1,0,4,1,2,0,0,3,3,3
491,22,Female,North,1,1,3,3,4,0,0,1,2,4,0,0,1,5,2
492,53,Female,South,0,0,2,2,4,1,0,1,2,3,1,0,4,2,4
493,51,Male,East,1,0,1,2,2,1,1,3,4,1,1,0,2,2,5
494,48,Female,West,1,1,4,5,1,0,0,5,4,5,0,0,1,5,2
495,27,Female,West,1,0,2,4,1,1,1,4,3,3,0,0,3,1,5
496,36,Male,West,1,0,2,1,4,1,1,5,2,4,1,0,3,3,4
497,49,Male,West,1,1,2,1,5,0,0,5,3,3,0,0,2,2,4
498,18,Female,East,1,1,1,3,3,1,0,5,5,5,1,0,2,5,3
499,22,Male,South,1,1,3,5,4,1,0,5,2,1,0,0,1,5,1
500,62,Female,West,1,1,2,3,5,1,0,1,5,5,1,1,4,2,5
501,21,Male,East,1,0,1,1,5,0,0,4,1,4,1,1,5,2,1
502,33,Female,East,1,1,4,2,2,1,0,3,3,5,1,0,3,1,1
503,41,Male,North,1,1,5,4,2,0,0,5,4,3,1,0,2,5,2
504,33,Female,South,1,0,1,5,1,1,0,3,2,2,1,1,5,5,2
505,19,Female,South,1,0,5,2,1,1,0,1,3,3,0,0,5,4,5
506,45,Female,West,1,0,2,4,3,1,0,1,4,4,0,0,5,1,1
507,49,Female,East,0,0,2,5,3,0,0,2,1,1,1,0,4,2,3
508,44,Male,South,1,1,1,5,3,1,1,5,2,5,1,0,2,2,1
509,37,Female,West,1,1,5,1,3,0,0,2,5,1,1,1,3,3,2
510,41,Male,North,1,0,2,2,5,1,0,3,1,4,1,1,2,2,1
511,29,Male,South,0,0,4,5,5,1,1,4,4,5,1,1,1,5,4
512,52,Male,North,1,1,3,5,1,1,0,2,2,3,1,0,3,2,4
513,50,Female,East,1,0,3,4,2,1,0,1,2,3,1,0,2,5,3
514,50,Female,West,1,0,2,1,2,1,0,5,1,4,1,0,3,5,5
515,60,Female,South,1,0,5,3,4,1,0,3,2,5,1,1,1,1,1
516,54,Male,West,1,0,2,1,5,1,0,1,4,3,1,1,3,2,4
517,29,Male,South,1,0,5,3,3,1,0,4,1,4,1,0,5,1,5
518,20,Female,West,1,0,4,2,3,1,1,5,5,4,0,0,4,5,4
519,18,Male,West,0,0,5,2,4,1,0,4,1,1,1,1,1,2,5
520,50,Male,West,1,0,2,5,2,0,0,4,1,3,0,0,3,2,5
521,57,Male,North,0,0,4,2,3,1,1,5,5,5,1,0,1,1,4
522,27,Female,West,1,0,1,5,2,1,0,5,4,3,0,0,5,1,2
523,60,Female,East,0,0,3,1,4,1,0,4,3,3,0,0,4,5,5
524,61,Male,South,0,0,2,2,2,1,0,3,3,3,1,0,1,5,1
525,46,Male,West,0,0,2,1,2,0,0,5,5,4,1,1,5,2,4
526,30,Female,South,0,0,2,1,2,1,1,1,4,2,1,1,5,2,2
527,29,Female,West,1,1,4,2,3,1,1,2,2,2,1,1,5,4,4
528,48,Male,North,1,0,1,1,1,1,0,3,5,1,1,0,3,4,3
529,63,Female,East,1,0,5,2,5,1,1,5,3,3,0,0,2,3,1
530,19,Male,East,0,0,1,2,2,1,0,5,4,2,1,0,1,5,3
531,52,Male,North,0,0,4,2,2,0,0,3,1,1,1,0,2,3,5
532,40,Female,North,0,0,2,3,2,1,0,2,4,4,1,0,5,3,5
533,34,Male,North,0,0,3,1,1,1,0,4,4,3,1,0,2,1,3
534,43,Female,South,1,1,2,4,4,0,0,1,3,5,1,0,5,1,3
535,25,Male,South,0,0,5,2,3,1,1,5,3,4,1,0,5,4,5
536,46,Male,East,1,1,3,1,1,1,1,2,2,1,1,0,4,3,2
537,43,Female,South,0,0,2,5,2,1,1,1,2,4,1,0,4,4,1
538,27,Male,South,0,0,3,2,1,1,0,3,5,5,1,0,2,5,4
539,43,Female,East,1,1,1,2,1,1,1,5,1,4,1,1,1,2,3
540,51,Male,North,1,0,4,4,1,1,0,4,2,1,0,0,2,1,1
541,58,Male,West,0,0,2,3,4,1,0,3,3,5,1,0,1,5,4
542,24,Male,West,0,0,5,3,5,1,0,5,4,5,1,1,2,5,4
543,21,Female,East,1,0,1,2,3,1,0,2,5,4,0,0,3,1,3
544,62,Male,East,0,0,2,1,4,0,0,1,2,5,1,0,3,1,2
545,28,Female,West,0,0,1,5,4,1,0,1,4,4,1,1,1,3,2
546,46,Male,North,1,1,5,5,5,1,0,5,4,3,1,1,4,4,1
547,53,Female,North,1,1,2,1,4,1,1,3,2,5,1,1,1,5,1
548,42,Male,North,1,0,5,2,1,0,0,4,1,4,1,0,2,3,5
549,38,Female,West,1,1,3,5,1,1,1,2,1,3,0,0,5,3,2
550,53,Female,North,1,0,5,3,2,0,0,5,5,5,1,0,3,5,1
551,27,Female,East,1,1,3,1,4,1,0,2,1,3,1,0,5,5,5
552,54,Female,West,1,0,2,4,2,1,1,1,5,5,1,1,3,2,4
553,26,Female,West,1,0,3,2,3,0,0,4,3,1,0,0,2,4,1
554,41,Female,East,0,0,2,1,1,1,1,2,2,1,0,0,3,5,5
555,52,Male,North,1,0,2,5,3,0,0,5,4,4,1,0,1,1,2
556,52,Male,West,1,0,4,2,5,1,1,4,5,2,1,1,5,2,4
557,65,Female,East,1,0,2,3,1,1,1,3,1,1,1,0,5,4,1
558,53,Female,North,1,1,3,2,3,1,1,5,5,2,1,0,2,1,2
559,35,Female,North,1,0,4,2,5,1,1,2,5,3,1,0,5,1,4
560,56,Female,West,0,0,4,3,3,0,0,4,1,3,1,0,2,4,3
561,49,Male,East,1,0,2,3,5,1,0,5,1,2,1,0,4,2,2
562,41,Male,West,0,0,5,2,5,0,0,4,2,4,0,0,1,1,3
563,40,Female,West,1,0,5,3,1,1,0,4,4,5,1,0,3,3,1
564,49,Male,East,0,0,4,1,2,0,0,4,2,2,1,1,3,4,5
565,54,Male,East,1,1,2,3,5,1,1,2,2,2,1,0,3,4,1
566,29,Female,South,0,0,5,3,5,1,0,5,1,2,1,0,4,5,2
567,30,Male,South,1,0,2,2,1,1,1,1,1,2,1,1,1,2,3
568,40,Female,South,1,0,2,1,2,1,1,1,4,2,1,0,5,3,3
569,42,Male,West,0,0,4,4,4,1,0,2,5,4,1,1,5,3,4
570,52,Female,East,1,1,4,4,4,0,0,2,2,1,1,1,1,5,1
571,58,Male,West,1,0,1,5,2,0,0,4,4,5,1,0,1,1,1
572,47,Male,South,0,0,5,3,3,1,1,5,2,1,1,1,3,1,2
573,34,Male,East,1,1,5,3,1,1,0,5,5,2,1,1,5,3,3
574,37,Male,East,0,0,5,1,2,1,0,3,2,1,1,0,1,2,2
575,65,Male,East,1,1,3,4,4,0,0,3,3,4,1,1,5,1,2
576,42,Male,East,1,0,2,5,5,1,0,1,4,3,0,0,1,4,3
577,39,Female,North,1,1,4,1,4,0,0,3,1,1,1,0,2,5,2
578,30,Male,East,1,1,5,3,5,1,0,3,2,5,1,1,3,2,3
579,36,Female,North,0,0,1,4,1,1,0,1,4,4,1,1,1,1,2
580,53,Female,South,0,0,5,5,5,0,0,1,4,3,0,0,4,3,5
581,29,Female,South,1,0,2,2,2,1,0,3,2,4,1,1,1,5,2
582,58,Male,East,1,0,2,4,5,1,0,5,1,2,0,0,2,1,2
583,36,Female,West,1,1,4,5,3,1,1,3,1,3,1,1,4,3,5
584,29,Male,East,1,0,3,1,2,0,0,4,2,5,1,0,4,1,1
585,26,Male,East,1,0,4,2,1,1,1,4,4,3,1,0,1,5,3
586,24,Female,East,1,0,5,5,2,1,0,4,1,5,0,0,2,4,4
587,45,Male,East,1,0,1,5,3,1,0,2,2,2,0,0,4,4,5
588,31,Female,North,1,0,4,3,1,1,0,4,2,5,0,0,3,3,1
589,48,Female,South,1,0,3,4,4,0,0,5,2,4,0,0,3,4,2
590,36,Female,South,0,0,4,3,3,0,0,2,4,1,1,0,5,5,1
591,64,Female,South,1,0,2,2,1,1,0,2,1,4,1,1,5,3,5
592,33,Male,North,1,0,5,5,5,0,0,4,4,4,1,1,2,1,2
593,22,Male,North,1,0,5,3,2,1,0,3,3,3,1,0,4,2,1
594,52,Female,South,0,0,5,4,1,1,1,1,1,2,0,0,3,1,4
595,29,Male,West,1,1,5,2,2,1,0,3,4,1,0,0,3,5,3
596,42,Male,South,1,0,5,1,5,0,0,3,1,5,0,0,2,3,3
597,38,Male,South,1,0,5,3,1,1,1,2,3,3,1,0,4,1,5
598,53,Male,North,0,0,1,2,4,1,1,2,5,2,1,1,2,3,2
599,40,Male,East,0,0,3,1,3,0,0,2,2,1,0,0,1,4,2
600,33,Male,South,1,0,5,3,1,1,0,5,4,4,0,0,3,2,3
601,56,Female,North,1,0,3,2,5,1,1,5,3,2,1,0,2,5,1
602,62,Female,East,1,1,5,2,1,1,0,1,3,2,1,0,2,1,2
603,59,Female,North,1,0,4,3,2,1,0,2,1,2,1,0,1,2,4
604,56,Male,North,0,0,5,2,1,0,0,4,1,4,1,0,5,5,4
605,31,Male,North,1,0,2,5,4,1,0,2,2,5,0,0,3,5,2
606,48,Male,North,0,0,1,3,1,1,0,5,1,3,1,0,2,4,2
607,22,Female,North,1,0,4,2,3,1,0,2,4,5,1,1,3,3,3
608,52,Female,South,1,0,4,1,1,1,0,5,4,1,1,1,5,3,5
609,40,Male,West,1,0,2,1,2,1,0,2,4,3,1,1,2,2,3
610,46,Female,East,1,1,5,5,1,1,0,4,5,1,1,0,1,4,5
611,60,Male,East,1,1,1,3,4,0,0,1,4,4,0,0,3,5,4
612,28,Female,South,1,0,4,2,5,0,0,4,1,5,1,1,1,4,5
613,35,Female,West,0,0,1,2,1,1,1,5,1,2,0,0,5,4,3
614,64,Female,South,1,0,4,1,1,0,0,3,4,3,0,0,5,2,2
615,29,Female,North,1,0,5,5,3,1,1,4,3,2,1,0,3,3,5
616,26,Female,East,0,0,4,1,4,1,1,2,3,1,0,0,5,4,3
617,27,Male,North,1,1,4,1,5,1,0,1,3,2,1,0,4,4,4
618,61,Female,South,1,1,3,5,2,1,1,2,2,2,1,0,3,4,5
619,34,Male,East,1,0,5,3,1,0,0,2,5,4,0,0,4,1,4
620,55,Female,West,1,1,2,2,5,0,0,4,4,4,1,0,5,4,4
621,24,Female,South,1,0,2,3,2,1,0,1,2,5,1,0,3,4,1
622,63,Female,East,0,0,5,4,4,1,1,3,3,1,1,1,4,5,5
623,30,Male,West,0,0,2,4,4,1,0,2,4,4,1,0,5,1,3
624,57,Female,North,1,0,5,4,5,1,0,1,2,4,1,1,2,4,5
625,59,Female,South,1,1,2,5,2,0,0,3,1,5,1,0,2,4,5
626,26,Female,South,0,0,3,1,4,1,0,2,3,3,1,0,1,2,4
627,44,Male,South,1,0,2,3,5,1,0,1,2,5,1,0,2,2,4
628,19,Male,South,1,0,4,2,4,0,0,4,1,2,1,0,4,1,4
629,22,Male,West,1,0,5,4,4,1,0,2,3,2,1,0,2,5,4
630,46,Male,East,0,0,1,3,4,1,0,2,5,4,0,0,3,1,3
631,54,Female,East,1,1,1,4,3,1,1,1,3,4,1,0,3,1,2
632,55,Male,South,1,0,5,4,2,0,0,2,5,5,1,1,3,2,1
633,36,Female,West,1,1,3,2,5,1,0,3,5,5,1,0,2,2,4
634,25,Male,West,1,1,2,5,5,0,0,2,5,1,1,1,2,5,4
635,65,Male,West,1,0,3,1,2,0,0,5,4,2,0,0,1,4,1
636,62,Female,North,1,1,1,5,2,1,1,3,4,5,0,0,5,5,4
637,18,Female,East,0,0,5,3,2,1,1,1,5,3,0,0,1,4,2
638,39,Female,North,1,1,5,5,2,1,1,3,1,1,0,0,4,3,5
639,34,Female,South,1,0,3,3,1,1,1,5,5,5,1,1,3,2,1
640,24,Female,North,1,0,3,3,5,0,0,5,2,4,1,1,2,3,3
641,42,Male,East,0,0,2,1,1,1,1,2,5,5,1,0,5,3,1
642,62,Female,East,0,0,4,2,4,0,0,2,4,4,0,0,5,2,2
643,21,Female,North,1,0,4,1,4,0,0,4,4,4,1,0,2,3,3
644,53,Female,South,1,0,2,5,5,1,0,3,2,2,1,1,1,1,5
645,23,Male,South,1,0,4,3,4,1,1,4,2,2,1,0,5,4,4
646,48,Female,South,1,1,1,4,2,0,0,5,3,5,1,0,1,5,1
647,36,Male,North,1,0,4,4,1,1,1,2,1,5,0,0,2,2,3
648,61,Male,South,1,0,2,3,2,0,0,2,1,3,1,0,1,1,1
649,56,Male,West,1,0,4,1,4,0,0,2,1,1,1,1,3,5,5
650,44,Male,North,1,0,5,2,1,1,0,1,4,1,0,0,2,5,1
651,27,Female,North,1,1,3,1,2,0,0,5,1,5,0,0,2,5,3
652,43,Female,South,0,0,1,3,5,1,1,2,3,2,0,0,5,3,2
653,36,Female,West,1,0,5,3,2,0,0,5,3,3,0,0,5,3,3
654,56,Male,East,1,0,5,2,4,1,1,2,1,1,1,0,5,3,1
655,20,Male,East,0,0,2,5,1,0,0,3,2,5,1,0,3,3,5
656,62,Male,South,0,0,3,5,5,0,0,5,3,2,0,0,3,1,4
657,30,Female,East,1,1,3,2,1,1,1,4,2,2,1,0,4,3,4
658,45,Male,North,0,0,1,5,5,1,1,1,4,2,1,0,2,2,5
659,37,Female,East,0,0,2,4,1,0,0,4,3,4,0,0,5,5,1
660,45,Female,West,1,0,1,5,4,1,1,5,2,2,0,0,2,1,5
661,25,Male,East,1,0,4,5,5,1,0,2,1,5,0,0,1,3,1
662,58,Female,West,1,1,5,5,3,1,1,5,4,3,1,1,3,5,3
663,56,Female,East,0,0,1,4,1,1,0,1,5,5,0,0,4,1,2
664,18,Female,North,0,0,5,5,1,0,0,5,5,2,1,0,1,5,1
665,20,Female,West,1,0,2,4,2,1,1,2,1,3,1,0,2,1,4
666,30,Male,North,1,1,4,2,5,1,0,4,4,1,1,0,3,4,4
667,45,Male,East,1,0,2,1,3,1,1,3,4,1,0,0,5,1,2
668,42,Female,North,1,0,4,2,4,1,0,4,4,5,1,0,1,3,1
669,50,Female,North,1,0,4,1,2,1,0,2,4,3,1,0,3,5,2
670,55,Male,South,0,0,5,2,3,1,0,2,5,5,1,0,2,5,3
671,23,Female,South,1,1,2,1,5,1,0,1,2,3,1,0,2,5,2
672,61,Female,South,0,0,2,1,3,1,0,5,4,3,1,0,1,2,3
673,62,Female,East,1,0,1,3,1,0,0,5,2,5,1,1,1,2,4
674,49,Male,North,1,1,2,1,1,1,0,4,4,3,1,0,1,3,3
675,62,Female,North,1,0,1,1,2,0,0,3,3,2,1,0,4,4,1
676,64,Female,East,0,0,3,3,5,1,0,3,3,3,0,0,5,2,1
677,38,Male,South,0,0,3,5,5,1,1,1,3,3,1,1,3,1,1
678,33,Male,East,1,0,3,5,3,1,0,2,4,5,1,0,2,3,1
679,38,Female,East,0,0,2,3,2,1,1,1,2,1,1,1,2,4,5
680,28,Male,West,1,0,2,4,5,0,0,5,5,4,0,0,5,1,3
681,54,Female,East,0,0,1,1,1,0,0,2,1,3,1,0,1,5,1
682,53,Female,South,1,0,4,1,3,1,1,1,5,4,1,0,1,2,2
683,52,Male,East,1,0,1,3,4,0,0,4,4,3,0,0,2,1,2
684,36,Female,South,1,0,3,3,1,1,1,5,3,5,0,0,5,4,5
685,37,Male,South,1,0,1,4,2,1,0,3,3,5,1,0,2,3,3
686,35,Female,West,0,0,4,5,5,1,1,1,2,3,1,0,1,1,3
687,64,Male,South,0,0,2,2,1,1,1,5,4,5,1,0,3,3,3
688,58,Female,West,1,0,1,5,4,1,0,5,5,5,0,0,1,5,5
689,31,Male,West,1,0,3,1,4,1,0,3,4,3,1,1,3,4,3
690,32,Male,West,1,0,3,3,2,1,0,3,4,1,1,0,4,4,3
691,48,Female,West,0,0,2,4,1,1,1,3,3,3,1,1,5,2,1
692,18,Male,South,0,0,1,5,3,1,0,1,5,1,1,1,4,4,3
693,20,Female,South,0,0,4,4,1,0,0,3,1,5,1,1,1,1,1
694,33,Male,East,1,0,2,5,4,0,0,4,3,1,1,1,5,1,1
695,40,Female,South,0,0,1,1,2,1,1,5,5,5,0,0,1,1,3
696,28,Male,East,1,0,5,2,2,1,0,3,2,1,1,0,5,5,2
697,29,Female,East,0,0,3,4,3,1,0,5,3,1,1,0,5,4,4
698,27,Male,East,1,0,4,4,2,1,0,2,2,3,1,0,1,4,2
699,49,Male,South,1,0,4,2,2,1,0,2,3,1,1,1,1,1,3
700,33,Male,North,1,0,4,4,2,1,0,3,4,5,1,1,5,2,3
701,25,Male,South,1,1,3,4,2,1,0,5,5,3,0,0,5,2,2
702,55,Female,North,1,0,1,5,2,1,0,2,2,1,0,0,1,4,3
703,29,Male,West,1,1,2,5,4,1,1,3,3,3,1,0,1,4,1
704,41,Female,South,1,1,1,2,1,1,1,5,2,4,1,0,2,3,5
705,45,Male,North,1,0,2,1,5,1,0,3,3,3,1,0,2,4,3
706,25,Male,North,1,0,4,4,2,0,0,5,3,4,0,0,2,1,3
